PAYER_NAME,PAYER_AREA,NATIONAL_PAYER_ID,SUBSCRIBER_ID,PAYER_PERSON_ID,SUBSCRIBER_OR_DEPENDENT_INDICATOR,RELATIONSHIP,MEMBER_ID,MEMBER_ID_FAMILY_SEQUENCE_NUMBER,PREVIOUS_MEMBER_ID,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME_SUFFIX,DOB,LAST_4_DIGIT_SSN,GENDER,MARITAL_STATUS,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE,COUNTRY,ZIP_CODE,PHONE_NUMBER_1,PHONE_NUMBER_2,EMAIL_ADDRESS,GROUP_NUMBER,GROUP_NAME,EMPLOYER_NAME,EMPLOYER_SIZE,BUSINESS_MODEL,REASON_FOR_MEDICARE_ENTITLEMENT,COVERAGE_TYPE,FUNDING_MODEL,EMPLOYMENT_STATUS,COBRA_START_DATE,COBRA_END_DATE,NOT_SUBJECT_TO_COB_INDICATOR,NOT_SUBJECT_TO_COB_REASON,INITIAL_COVERAGE_DATE,CURRENT_COVERAGE_START_DATE,COVERAGE_EXPIRED_DATE,ESRD_COORDINATION_PERIOD_START_DATE,ESRD_COORDINATION_PERIOD_END_DATE,EXISTING_COB_PAYER_NAME,EXISTING_COB_NATIONAL_PAYER_ID,EXISTING_COB_SUBSCRIBER_ID,EXISTING_COB_SUBSCRIBER_FIRST_NAME,EXISTING_COB_SUBSCRIBER_LAST_NAME,EXISTING_COB_SUBSCRIBER_DOB,EXISTING_COB_SUBSCRIBER_EMPLOYMENT_STATUS,EXISTING_COB_RELATIONSHIP,EXISTING_COB_MEMBER_ID,EXISTING_COB_FAMILY_SEQUENCE_NUMBER,EXISTING_COB_FIRST_NAME,EXISTING_COB_LAST_NAME,EXISTING_COB_DOB,EXISTING_COB_GROUP_NAME,EXISTING_COB_MEMBER_EMPLOYMENT_STATUS,EXISTING_COB_BUSINESS_MODEL,EXISTING_COB_COVERAGE_TYPE,EXISTING_COB_INITIAL_COVERAGE_DATE,EXISTING_COB_CURRENT_COVERAGE_START_DATE,EXISTING_COB_COVERAGE_EXPIRED_DATE,COB_STATE,COVERAGE_OVERLAP_START_DATE,COVERAGE_OVERLAP_END_DATE,EXISTING_COB_VERIFY_DATE,EXISTING_COB_INDICATOR,EXISTING_COB_CODE,PAYER_PRIMACY,COB_CLASSIFICATION_INDICATOR,PRIMACY_DETERMINATION_CODE
LongSage,COB04WK2OtherPayName,1245319599,904183435P1,,1,0,904183435P1,,,Thomas,,Morrison,,19800310,7759,2,2,270 Michael Stream Apt. 123,,New Marcia,KY,,25136,1001130188,,westdenise@hotmail.com,GRP01024,GMedicPlus,Hayes Group,0.0,3,1,AL,1,,,,,,20210428,20210305,20220305,,,Grey Leaf,,149707409P1,Brenda,Henderson,19960817,2.0,2,149707409P1,,Jessica,Nunez,19600514,GMedicPlus,1.0,1,35,20201202,20201218,20211218,KS,20210305,20211218,,,,2,,
LongSage,COB04WK2PHARMGRPNBR,1245319599,445483978P1,,1,0,445483978P1,,,Ronald,,Reyes,,20210520,5522,2,9,030 Clark Common,,Evansport,MN,,86900,1001126724,,grantjamie@gmail.com,GRP01024,GMedicPlus,Miller-Johnston,1.0,3,1,35,0,,,,,,20210317,20210416,20220416,,,LongSage,,258579572P1,Ronald,Reyes,20210520,,0,258579572P1,,Ronald,Reyes,20210520,GMedicPlus,,1,1,20201129,20210213,20220213,VT,20210416,20220213,,,,1,,
LongSage,COB04WK2PBM,1245319599,970620579P1,,1,0,970620579P1,,,Julia,,Gomez,,19990125,8171,2,0,7979 Amanda Route Apt. 638,,Vickieside,ND,,4498,1001130493,,xcooper@foster.com,GRP01024,GMedicPlus,Black Inc,1.0,3,1,MH,1,,,,,,20210430,20210430,20220430,,,LongSage,,302058056P1,Julia,Gomez,19990125,,0,302058056P1,,Julia,Gomez,19990125,HealthPro,,1,35,20210518,20210110,20220110,RI,20210430,20220110,,,,1,,
LongSage,COB04WK2RXID,1245319599,995547837P1,,1,0,995547837P1,,,Nicole,,Howard,,19650319,2303,2,2,516 Welch Tunnel Suite 419,,Jeffreymouth,NV,,82727,1001126573,,whitejulie@choi.org,GRP01024,GMedicPlus,,,3,1,AL,2,,,,,,20201220,20210221,20220221,,,LongSage,,112224280P1,Nicole,Howard,19650319,,0,112224280P1,,Nicole,Howard,19650319,GMedicPlus,,1,88,20210127,20201201,20211201,WV,20210221,20211201,,,,1,,
LongSage,COB04WK2PHARMGRPNBR,1245319599,750191510P1,,2,1,570276754P1,,,Christy,,Mitchell,,20200211,7123,1,0,94898 Becky Ferry Apt. 079,,West Sarabury,NJ,,25639,1001130184,,zsmith@yahoo.com,GRP01024,GMedicPlus,Taylor Group,2.0,3,1,1,0,,,,,,20210120,20210207,20220207,,,LongSage,,371848882P1,Christy,Mitchell,20200211,,0,371848882P1,,Christy,Mitchell,20200211,GMedicPlus,,1,AL,20210502,20201220,20211220,KS,20210207,20211220,,,,2,,
LongSage,COB04WK2PBM,1245319599,539282896P1,,2,1,539282897P1,,,Kayla,,Hicks,,20040820,8441,2,2,771 Phillip Ridge Suite 040,,Gailfort,OH,,61194,1001129133,,jwebster@wood-hopkins.com,GRP01023,HealthPro,"Medina, Davis and Arnold",2.0,3,2,AL,0,,,,,,20210110,20210504,20220504,20210109.0,20220109.0,LongSage,,625986056P1,Kayla,Hicks,20040820,,0,625986056P1,,Kayla,Hicks,20040820,GMedicPlus,,1,1,20210415,20210430,20220430,WY,20210504,20220430,,,,2,,
LongSage,COB04WK2NEWBORN,1245319599,240517516P1,,2,1,854403399P1,,,Karen,,Cole,,19660501,3540,2,1,3127 Jennifer Plaza Apt. 591,,Lake Jeremyhaven,MS,,96960,1001130411,,jward@gonzalez.com,GRP01024,GMedicPlus,Smith-Kent,1.0,3,2,AL,0,,,,,,20210101,20210105,20220105,20210328.0,20220328.0,LongSage,,646112484P1,Karen,Cole,19660501,,0,646112484P1,,Karen,Cole,19660501,GMedicPlus,,1,35,20210405,20210220,20220220,ME,20210220,20220105,,,,2,,
LongSage,COB04WK2SUBID,1245319599,400610994P1,,2,2,355161687P1,,,Anthony,,Rice,,20021221,3788,1,1,76576 Montgomery Turnpike Suite 814,,Laurashire,ME,,42276,1001130460,,stephenfisher@yahoo.com,GRP01024,GMedicPlus,Walsh and Sons,2.0,3,2,1,2,,,,,,20201213,20201230,20211230,20201211.0,20211211.0,LongSage,,798932943P1,Anthony,Rice,20021221,,0,798932943P1,,Anthony,Rice,20021221,GMedicPlus,,1,MH,20210309,20210214,20220214,VA,20210214,20211230,,,,2,,
LongSage,COB04WK2OVERLAPEND,1245319599,683559153P1,,1,0,683559153P1,,,Kim,,Riddle,,20141122,4695,2,1,925 Tate Centers,,Millsville,NV,,37169,1001127279,,bonnie43@yahoo.com,GRP01023,HealthPro,"Reid, Smith and Green",1.0,3,2,52,1,,,,,,20170621,20210402,20220402,20210209.0,20220209.0,Aristocrat,,150573132P1,John,Garcia,19991104,2.0,1,150573132P1,,Amanda,Burton,20050712,HealthPro,1.0,1,1,20210212,20210314,20220314,FL,20210402,20220314,,,,1,,
LongSage,COB04WK2PBM,1245319599,349021552P1,,2,2,763723152P1,,,Michelle,,Freeman,,20111019,1159,2,1,26916 James Wells Suite 643,,Carrolltown,MO,,60456,1001128616,,stephenscott@frazier-salinas.biz,GRP01023,HealthPro,,,3,1,35,1,,,,,,20201127,20210426,20220426,,,LongSage,,114451587P1,Michelle,Freeman,20111019,,0,114451587P1,,Michelle,Freeman,20111019,HealthPro,,1,88,20201217,20210520,20220520,MA,20210520,20220426,,,,2,,
LongSage,COB04WK2OVERLAPEND,1245319599,464120937P1,,2,2,769128863P1,,,Alexandria,,Walker,,20190406,5570,2,2,10365 Wilson Field,,Garciamouth,VA,,20649,1001129743,,pbentley@moore.org,GRP01024,GMedicPlus,Bradley-Morse,2.0,3,1,35,0,,,,,,20210312,20201128,20211128,,,Intriq Medical,,190887408P1,Lisa,Hawkins,19630311,3.0,2,190887408P1,,Angela,Foster,19631202,GMedicPlus,3.0,1,AL,20201226,20210211,20220211,NC,20210211,20211128,,,,1,,
LongSage,COB03Test1,1245319599,429394107P1,,1,0,429394107P1,,,Michael,,Johnson,,19570525,326,1,2,975 Michael Throughway Suite 255,,New Richardhaven,OH,,56135,1001127592,,cjohnson@hotmail.com,GRP01024,GMedicPlus,,,3,2,AL,0,,,,,,20161027,20210219,20220219,20210417.0,20220417.0,LongSage,,934716004P1,Michael,Johnson,19570525,,0,934716004P1,,Michael,Johnson,19570525,HealthPro,,1,MH,20210501,20210511,20220511,OH,20210511,20220219,,,,1,,
LongSage,COB04WK2DEPEMPSTATUS,1245319599,469615019P1,,1,0,469615019P1,,,Mary,,Ray,,20101224,6010,2,0,195 Mariah Street,,Burchborough,ND,,86922,1001129173,,xcastro@torres.com,GRP01023,HealthPro,Cain-Richardson,1.0,3,2,AL,1,,,,,,20210518,20210313,20220313,20201202.0,20211202.0,Aristocrat,,553007945P1,Jennifer,Powell,19901222,3.0,1,553007945P1,,Brandy,Campbell,19890901,GMedicPlus,3.0,1,35,20210225,20210108,20220108,VA,20210313,20220108,,,,1,,
LongSage,COB04Test1,1245319599,703346118P1,,2,1,801375460P1,,,Hunter,,Harmon,,19740828,8638,1,9,"PSC 7936, Box 0307",,Dennisburgh,IN,,61674,1001130256,,rhondasmith@gardner.net,GRP01024,GMedicPlus,Herrera LLC,0.0,3,2,AL,2,,,,,,20210421,20210129,20220129,20210417.0,20220417.0,Cope Health,,720474819P1,James,Wilson,19641201,3.0,1,720474819P1,,Sheri,Coleman,19690403,GMedicPlus,3.0,1,35,20210504,20210410,20220410,TN,20210410,20220129,,,,1,,
LongSage,COB04WK2EMPSTATUS,1245319599,710278122P1,,2,1,726281616P1,,,Jessica,,Kelley,,19610120,5744,2,2,5813 White Shores,,East Megan,ME,,21023,1001128558,,lisa09@gmail.com,GRP01024,GMedicPlus,Allen Inc,1.0,3,1,35,0,,,,,,20210324,20201221,20211221,,,Cope Health,,322878527P1,Kathleen,Lucas,19920814,3.0,1,322878527P1,,Gary,Shields,19880228,GMedicPlus,3.0,1,88,20210314,20201201,20211201,GA,20201221,20211201,,,,1,,
LongSage,COB04DIFFFIRSTNAME,1245319599,639846302P1,,2,1,305947293P1,,,Todd,,Hebert,,20041208,2843,1,0,5330 Leach Mission,,Raymondview,CO,,76705,1001128580,,wilsonlisa@gmail.com,GRP01023,HealthPro,"Jones, Burton and Beltran",0.0,3,2,AL,0,,,,,,20210512,20210324,20220324,20210207.0,20220207.0,LongSage,,775519306P1,Todd,Hebert,20041208,,0,775519306P1,,Todd,Hebert,20041208,GMedicPlus,,1,1,20210407,20201125,20211125,FL,20210324,20211125,,,,2,,
LongSage,COB04WK2PRIMACYDET,1245319599,163053936P1,,2,2,163053937P1,,,Thomas,,Thomas,,19931025,5870,2,2,9217 Stark Bypass,,Carlbury,IA,,56052,1001127096,,kim05@flowers.com,GRP01024,GMedicPlus,Schmidt-Roth,1.0,3,1,AL,2,,,,,,20210501,20210501,20220501,,,Grey Leaf,,599880349P1,Amanda,Brewer,19600409,1.0,2,599880349P1,,Justin,Henry,20020428,GMedicPlus,2.0,1,MH,20201202,20210125,20220125,TX,20210501,20220125,,,,1,,
LongSage,COB04DIFFNATPAYERID,1245319599,571522356P1,,2,2,903329019P1,,,Kenneth,,Powell,,19741127,7053,1,0,4228 Melton Turnpike,,Whiteborough,TN,,68350,1001128637,,rhodge@webb-collins.com,GRP01024,GMedicPlus,,,3,2,MH,2,,,,,,20210214,20210117,20220117,20210120.0,20220120.0,Cope Health,,792971154P1,Harry,Ramirez,19610321,3.0,1,792971154P1,,Laura,Guerrero,20150702,GMedicPlus,3.0,1,1,20210501,20210508,20220508,ND,20210508,20220117,,,,1,,
LongSage,COB04DIFFLASTNAME,1245319599,783332392P1,,1,0,783332392P1,,,Donna,,Alexander,,19840612,5557,1,2,354 Victoria Vista,,Port Jake,GA,,34979,1001130042,,pguerra@gmail.com,GRP01023,HealthPro,,,3,2,88,1,,,,,,20210304,20201209,20211209,20210305.0,20220305.0,Intriq Medical,,296593823P1,Sandra,Allen,19591205,3.0,1,296593823P1,,Alexandria,Patrick,19671108,GMedicPlus,3.0,1,MH,20210129,20210217,20220217,VT,20210217,20211209,,,,1,,
LongSage,COB04WK2CCXD,1245319599,548227630P1,,1,0,548227630P1,,,Shawn,,Booth,,20191023,3347,2,1,4530 Santiago Summit,,Holmesbury,MO,,77446,1001130130,,turnercharles@hotmail.com,GRP01023,HealthPro,Hanna-Brown,1.0,3,2,AL,0,,,,,,20201127,20210211,20220211,20201231.0,20211231.0,LongSage,,449307264P1,Shawn,Booth,20191023,,0,449307264P1,,Shawn,Booth,20191023,GMedicPlus,,1,35,20210521,20210105,20220105,PA,20210211,20220105,,,,2,,
LongSage,COB04DIFFPAYERAREA,1245319599,384181276P1,,2,1,310915198P1,,,Alan,,Reed,,20010905,2722,1,0,657 Anthony Common Apt. 321,,West Jacobmouth,AZ,,510,1001127454,,whitejacob@mullins.com,GRP01023,HealthPro,Reyes-Melendez,1.0,3,2,MH,0,,,,,,20150815,20201219,20211219,20210105.0,20220105.0,LongSage,,151773805P1,Alan,Reed,20010905,,0,151773805P1,,Alan,Reed,20010905,HealthPro,,1,35,20210429,20201201,20211201,WI,20201219,20211201,,,,1,,
LongSage,COB04WK2OVERLAPEND,1245319599,429394107P1,,2,2,390116660P1,,,Michael,,Hammond,,20120701,917,1,1,19990 Bush Forks,,Matahaven,LA,,87249,1001127594,,paul94@dougherty.com,GRP01024,GMedicPlus,,,3,2,52,1,,,,,,20160621,20201205,20211205,20210310.0,20220310.0,LongSage,,570086471P1,Michael,Hammond,20120701,,0,570086471P1,,Michael,Hammond,20120701,HealthPro,,1,MH,20210102,20210422,20220422,IN,20210422,20211205,,,,1,,
LongSage,COB04WK2CCXD,1245319599,621234446P1,,2,1,276204492P1,,,Miguel,,Gilmore,,19960314,9602,1,2,92854 Lawrence Loaf Suite 076,,Joshuaville,OH,,30021,1001126701,,bradleykatie@taylor.info,GRP01023,HealthPro,Johnston-Jones,2.0,3,1,AL,2,,,,,,20210128,20210304,20220304,20210202.0,20220202.0,Intriq Medical,,841987193P1,Debbie,Combs,19921209,1.0,2,841987193P1,,Shane,Garcia,20160916,HealthPro,3.0,1,88,20210307,20210307,20220307,SC,20210307,20220304,,,,1,,
LongSage,COB04WK2SUBID,1245319599,491244991P1,,2,1,470591010P1,,,Kathy,,Young,,19950504,4603,2,2,220 Mcgrath Isle,,Thomasfort,CA,,27076,1001129619,,qandrews@gmail.com,GRP01023,HealthPro,Horn-Lopez,2.0,3,2,AL,0,,,,,,20201206,20210112,20220112,20201225.0,20211225.0,LongSage,,120642376P1,Kathy,Young,19950504,,0,120642376P1,,Kathy,Young,19950504,HealthPro,,1,88,20210425,20210129,20220129,NY,20210129,20220112,,,,2,,
LongSage,COB04DIFFPAYERAREA,1245319599,151388029P1,,2,1,471643911P1,,,Wanda,,Bell,,20061023,4107,1,0,946 Justin Ridge,,New Janice,SD,,37488,1001128824,,phillipsapril@yahoo.com,GRP01023,HealthPro,,,3,2,35,1,,,,,,20210425,20201206,20211206,20210227.0,20220227.0,LongSage,,966232471P1,Wanda,Bell,20061023,,0,966232471P1,,Wanda,Bell,20061023,HealthPro,,1,MH,20210324,20210505,20220505,WA,20210505,20211206,,,,2,,
LongSage,COB04DIFFGRPNAME,1245319599,943275850P1,,2,1,207134278P1,,,Annette,,Harris,,20081029,1344,1,0,66851 Yesenia Summit,,North Thomashaven,OH,,80161,1001129190,,kristinwilson@gmail.com,GRP01023,HealthPro,"Smith, Patel and Gill",2.0,3,1,88,0,,,,,,20210323,20210505,20220505,,,Intriq Medical,,958870291P1,Anthony,Smith,19660216,2.0,1,958870291P1,,Melissa,Terry,20111013,GMedicPlus,1.0,1,35,20210411,20210407,20220407,MT,20210505,20220407,,,,1,,
LongSage,COB04WK2OtherPayName,1245319599,645511327P1,,2,1,645511328P1,,,Ronnie,,Wong,,19860713,5900,2,2,"PSC 1108, Box 7613",,New Michelleport,TN,,3341,1001129608,,daycandace@willis.com,GRP01023,HealthPro,Green-Dennis,1.0,3,2,1,1,,,,,,20210117,20210101,20220101,20210328.0,20220328.0,Caprock,,860075377P1,Jessica,Baldwin,19591018,1.0,1,860075377P1,,Kristin,Savage,20030324,GMedicPlus,1.0,1,35,20201229,20210228,20220228,PA,20210228,20220101,,,,2,,
LongSage,COB04DIFFGRPNAME,1245319599,196034105P1,,2,1,633934785P1,,,Brittany,,Cooper,,19570206,7739,1,9,532 Nelson Union Apt. 128,,Port Russell,CO,,75969,1001130333,,hgalloway@hotmail.com,GRP01024,GMedicPlus,Lewis-Jackson,2.0,3,2,1,2,,,,,,20201125,20210517,20220517,20210105.0,20220105.0,LongSage,,883072975P1,Brittany,Cooper,19570206,,0,883072975P1,,Brittany,Cooper,19570206,GMedicPlus,,1,AL,20210128,20210111,20220111,OH,20210517,20220111,,,,2,,
LongSage,COB04WK2PBM,1245319599,701485254P1,,2,1,248319258P1,,,Ralph,,Williams,,20020911,2912,2,1,26861 Morrow Dam Apt. 308,,Miguelchester,ND,,7549,1001128114,,richardjones@bryant.com,GRP01023,HealthPro,Garcia PLC,0.0,3,1,MH,0,,,,,,20210302,20210128,20220128,,,LongSage,,545039482P1,Ralph,Williams,20020911,,0,545039482P1,,Ralph,Williams,20020911,HealthPro,3.0,1,1,20210108,20210520,20220520,PA,20210520,20220128,,,,1,,
LongSage,COB04WK2PRIMACYDET,1245319599,251252841P1,,1,0,251252841P1,,,Donna,,Johnson,,19800609,4870,1,1,3110 Daniel Highway,,Lake Kelly,VT,,87396,1001130370,,brownjames@weiss-reed.biz,GRP01023,HealthPro,"Johnson, Burgess and Morgan",0.0,3,1,1,0,,,,,,20201125,20210315,20220315,,,LongSage,,744180865P1,Donna,Johnson,19800609,,0,744180865P1,,Donna,Johnson,19800609,HealthPro,,1,AL,20210321,20210316,20220316,SD,20210316,20220315,,,,2,,
LongSage,COB04DIFFLASTNAME,1245319599,685899683P1,,2,1,898461316P1,,,Jennifer,,Gray,,20200725,612,2,9,8325 Michael Extension Suite 002,,Conniestad,DE,,99333,1001126740,,donald64@reyes-kelley.com,GRP01023,HealthPro,Vargas Inc,1.0,3,1,33,0,,,,,,20201123,20210106,20220106,,,Intriq Medical,,590623324P1,Lori,Mcknight,19520405,3.0,2,590623324P1,,Kathryn,Cooper,19680309,GMedicPlus,3.0,1,MH,20210520,20210330,20220330,NC,20210330,20220106,,,,1,,
LongSage,COB04Test1,1245319599,205584431P1,,2,2,205584432P1,,,Anthony,,Garcia,,19830502,9850,1,9,07773 Angela Circles Suite 974,,Shawnville,LA,,48611,1001128126,,johnsonsusan@burns.net,GRP01024,GMedicPlus,,,3,2,35,2,,,,,,20210301,20210117,20220117,20210315.0,20220315.0,LongSage,,437743730P1,Anthony,Garcia,19830502,,0,437743730P1,,Anthony,Garcia,19830502,GMedicPlus,,1,AL,20210203,20210121,20220121,NJ,20210121,20220117,,,,2,,
LongSage,COB04WK2PHARMGRPNBR,1245319599,698444388P1,,2,1,339025348P1,,,Nicole,,Smith,,20060315,8506,2,1,58825 Anderson Gardens,,Port Johnstad,CA,,33682,1001127049,,bakerevan@hotmail.com,GRP01023,HealthPro,Pacheco Group,2.0,3,2,35,2,,,,,,20160810,20201224,20211224,20201214.0,20211214.0,LongSage,,147675539P1,Nicole,Smith,20060315,,0,147675539P1,,Nicole,Smith,20060315,GMedicPlus,,1,1,20210308,20210323,20220323,WA,20210323,20211224,,,,1,,
LongSage,COB04WK2PRIMACY,1245319599,622618820P1,,2,1,622618821P1,,,Brittany,,Bean,,19981015,2439,2,9,273 Patricia Heights Suite 325,,Jamesview,KS,,28452,1001130362,,obriensabrina@lin.com,GRP01024,GMedicPlus,,,3,2,AL,0,,,,,,20210201,20210121,20220121,20210518.0,20220518.0,Caprock,,268691478P1,Bailey,Cunningham,19601021,3.0,1,268691478P1,,Stephanie,Johnson,19900227,GMedicPlus,1.0,1,88,20210205,20210224,20220224,IA,20210224,20220121,,,,2,,
LongSage,COB04WK2OtherPayName,1245319599,871060119P1,,2,1,871060120P1,,,Rachel,,Rios,,19771005,3852,1,2,377 Holloway Island Apt. 164,,South Donald,NH,,55737,1001129729,,christineblack@schneider-garcia.biz,GRP01023,HealthPro,"Williams, Love and Lynch",2.0,3,1,AL,2,,,,,,20210326,20201224,20211224,,,Aristocrat,,412468877P1,Warren,Hernandez,19740401,1.0,2,412468877P1,,Gwendolyn,Jones,19640726,HealthPro,3.0,1,88,20210404,20201230,20211230,WV,20201230,20211224,,,,1,,
LongSage,COB03Test1,1245319599,694576809P1,,2,1,119121908P1,,,Andrew,,Mathis,,19760426,5562,1,9,"PSC 1974, Box 2368",,Nolanfurt,SC,,96921,1001129640,,johnsonjustin@gmail.com,GRP01024,GMedicPlus,"Savage, Blanchard and Hodge",0.0,3,2,AL,0,,,,,,20210211,20210210,20220210,20210226.0,20220226.0,Grey Leaf,,738829570P1,Keith,Carpenter,19840308,3.0,2,738829570P1,,Melissa,Small,19720322,GMedicPlus,2.0,1,MH,20210217,20210105,20220105,NM,20210210,20220105,,,,2,,
LongSage,COB04WK2OVERLAPSTART,1245319599,656322201P1,,2,1,207364608P1,,,Ryan,,Wiggins,,19921020,8346,2,1,02488 Jessica Oval,,South Jessica,MA,,25091,1001127211,,candrews@yahoo.com,GRP01024,GMedicPlus,"Martinez, Chavez and Barrera",2.0,3,2,AL,1,,,,,,20150730,20210211,20220211,20210331.0,20220331.0,Caprock,,321950978P1,Andrew,Green,19680403,3.0,2,321950978P1,,Natasha,Ruiz,19591129,HealthPro,3.0,1,88,20210308,20201216,20211216,MD,20210211,20211216,,,,2,,
LongSage,COB03Test1,1245319599,913808932P1,,1,0,913808932P1,,,Cheryl,,Schmidt,,19600311,7025,1,9,3313 Austin Manor,,South Lynnland,WA,,34568,1001130127,,bryankelly@yahoo.com,GRP01023,HealthPro,,,3,1,1,2,,,,,,20201121,20210224,20220224,,,Intriq Medical,,545905046P1,Erin,Ross,19740720,2.0,2,545905046P1,,Brenda,Mitchell,19511121,HealthPro,3.0,1,AL,20210326,20210508,20220508,NM,20210508,20220224,,,,1,,
LongSage,COB04WK2RXID,1245319599,904741036P1,,2,1,825459684P1,,,Gregory,,Rodriguez,,20201114,9048,2,1,30179 Walker Unions Suite 828,,Port Joshua,IN,,6650,1001128888,,xwells@davidson.info,GRP01024,GMedicPlus,"Johnson, Curry and Cervantes",2.0,3,2,98,0,,,,,,20210425,20210512,20220512,20210501.0,20220501.0,Caprock,,511599047P1,Samantha,Lozano,20020919,3.0,2,511599047P1,,Jeffrey,Anderson,19870707,GMedicPlus,2.0,1,35,20201227,20210125,20220125,MA,20210512,20220125,,,,2,,
LongSage,COB04WK2COBINDICATOR,1245319599,864088535P1,,2,2,689429398P1,,,Angela,,Harris,,20170517,3389,2,9,974 Elizabeth Turnpike Suite 274,,Lake Leslie,VT,,36886,1001128291,,thomas29@hotmail.com,GRP01024,GMedicPlus,Rodriguez-Anderson,1.0,3,2,AL,0,,,,,,20170311,20210316,20220316,20201211.0,20211211.0,Intriq Medical,,517185953P1,Joseph,Phillips,19810403,1.0,2,517185953P1,,Debbie,Rosario,20111116,GMedicPlus,3.0,1,MH,20201204,20210430,20220430,ID,20210430,20220316,,,,2,,
LongSage,COB04WK2EMPSTATUS,1245319599,213618707P1,,1,0,213618707P1,,,Thomas,,Gill,,19970304,3968,1,9,93821 Hart Forge,,Port Johnfurt,FL,,22064,1001130138,,diaznathan@gmail.com,GRP01024,GMedicPlus,Cox-Martinez,2.0,3,2,MH,1,,,,,,20210514,20210303,20220303,20210303.0,20220303.0,Intriq Medical,,581046830P1,Yvette,Cox,20180515,1.0,1,581046830P1,,Leah,Robinson,20040312,HealthPro,3.0,1,1,20201124,20210502,20220502,WV,20210502,20220303,,,,1,,
LongSage,COB04WK2PRIMACY,1245319599,593658265P1,,2,1,686781391P1,,,Louis,,Nicholson,,20040407,6175,2,9,156 Catherine Bypass Apt. 140,,North Alexanderland,WA,,809,1001129318,,collin69@hotmail.com,GRP01023,HealthPro,Gonzalez-Meadows,1.0,3,2,MH,2,,,,,,20210206,20210328,20220328,20201209.0,20211209.0,LongSage,,693274075P1,Louis,Nicholson,20040407,,0,693274075P1,,Louis,Nicholson,20040407,GMedicPlus,,1,AL,20201121,20210113,20220113,KY,20210328,20220113,,,,2,,
LongSage,COB04Test1,1245319599,511046697P1,,2,1,567761646P1,,,Michael,,Miller,,20070818,624,1,1,463 Scott Center,,East Deborah,NY,,3200,1001127551,,ashleydiaz@fitzgerald-evans.org,GRP01023,HealthPro,,,3,1,AL,2,,,,,,20210315,20210125,20220125,,,Cope Health,,890104475P1,Lindsay,Knight,19700712,1.0,2,890104475P1,,Derek,Smith,19991115,GMedicPlus,2.0,1,MH,20210315,20210319,20220319,MO,20210319,20220125,,,,1,,
LongSage,COB04WK2COBINDICATOR,1245319599,586734261P1,,2,1,367607145P1,,,David,,Holmes,,19670216,4791,1,1,USNS Hernandez,,Judithborough,DE,,4730,1001126722,,gilberthill@lopez.org,GRP01024,GMedicPlus,Scott-Smith,2.0,3,1,AL,0,,,,,,20210209,20210511,20220511,20210207.0,20220207.0,Grey Leaf,,220878704P1,Donna,Gordon,20040329,1.0,1,220878704P1,,Jennifer,Davis,19801025,GMedicPlus,3.0,1,35,20210226,20201229,20211229,MO,20210511,20211229,,,,1,,
LongSage,COB04WK2RXID,1245319599,772797261P1,,2,1,893479689P1,,,Angela,,Smith,,19520815,8150,1,1,26656 Paul Curve Apt. 475,,Daltonside,ME,,48368,1001128360,,steven08@miller.info,GRP01023,HealthPro,"Copeland, Boyle and Sullivan",1.0,3,1,35,2,,,,,,20210508,20210223,20220223,,,LongSage,,505358868P1,Angela,Smith,19520815,,0,505358868P1,,Angela,Smith,19520815,GMedicPlus,,1,AL,20210314,20201130,20211130,WA,20210223,20211130,,,,1,,
LongSage,COB04WK2DEPEMPSTATUS,1245319599,932602681P1,,2,1,932602682P1,,,Timothy,,Newton,,19800525,8596,1,2,"PSC 3043, Box 2121",,Chandlerberg,MT,,45972,1001127079,,andersondana@jackson-delgado.net,GRP01024,GMedicPlus,Lucas-Griffin,0.0,3,1,MH,2,,,,,,20210401,20210317,20220317,,,Grey Leaf,,465332816P1,Edward,White,19561115,1.0,1,465332816P1,,Sarah,Espinoza,19810813,GMedicPlus,3.0,1,1,20210217,20210420,20220420,NY,20210420,20220317,,,,1,,
LongSage,COB03Test1,1245319599,675284211P1,,1,0,675284211P1,,,Teresa,,Marquez,,20080529,5495,1,0,0836 Brooke Roads,,Cliffordmouth,AR,,57997,1001126827,,doughertydana@walker-rogers.com,GRP01024,GMedicPlus,"Watts, White and Moore",2.0,3,1,AL,2,,,,,,20201218,20210420,20220420,,,LongSage,,680357600P1,Teresa,Marquez,20080529,,0,680357600P1,,Teresa,Marquez,20080529,GMedicPlus,,1,35,20210515,20201125,20211125,SD,20210420,20211125,,,,2,,
LongSage,COB04WK2PRIMACYDET,1245319599,261599080P1,,2,1,459337295P1,,,Nicole,,Oneal,,19760909,8970,1,1,78003 Nicholas Ferry,,Millershire,NY,,65186,1001127115,,jeffreyalexander@brown.com,GRP01024,GMedicPlus,,,3,1,MH,0,,,,,,20201208,20201222,20211222,,,LongSage,,337830486P1,Nicole,Oneal,19760909,,0,337830486P1,,Nicole,Oneal,19760909,HealthPro,,1,AL,20210510,20210420,20220420,MN,20210420,20211222,,,,2,,
