PAYER_NAME,PAYER_AREA,NATIONAL_PAYER_ID,SUBSCRIBER_ID,PAYER_PERSON_ID,SUBSCRIBER_OR_DEPENDENT_INDICATOR,RELATIONSHIP,MEMBER_ID,MEMBER_ID_FAMILY_SEQUENCE_NUMBER,PREVIOUS_MEMBER_ID,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME_SUFFIX,DOB,LAST_4_DIGIT_SSN,GENDER,MARITAL_STATUS,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE,COUNTRY,ZIP_CODE,PHONE_NUMBER_1,PHONE_NUMBER_2,EMAIL_ADDRESS,GROUP_NUMBER,GROUP_NAME,EMPLOYER_NAME,EMPLOYER_SIZE,BUSINESS_MODEL,REASON_FOR_MEDICARE_ENTITLEMENT,COVERAGE_TYPE,FUNDING_MODEL,EMPLOYMENT_STATUS,COBRA_START_DATE,COBRA_END_DATE,NOT_SUBJECT_TO_COB_INDICATOR,NOT_SUBJECT_TO_COB_REASON,INITIAL_COVERAGE_DATE,CURRENT_COVERAGE_START_DATE,COVERAGE_EXPIRED_DATE,ESRD_COORDINATION_PERIOD_START_DATE,ESRD_COORDINATION_PERIOD_END_DATE,EXISTING_COB_PAYER_NAME,EXISTING_COB_NATIONAL_PAYER_ID,EXISTING_COB_SUBSCRIBER_ID,EXISTING_COB_SUBSCRIBER_FIRST_NAME,EXISTING_COB_SUBSCRIBER_LAST_NAME,EXISTING_COB_SUBSCRIBER_DOB,EXISTING_COB_SUBSCRIBER_EMPLOYMENT_STATUS,EXISTING_COB_RELATIONSHIP,EXISTING_COB_MEMBER_ID,EXISTING_COB_FAMILY_SEQUENCE_NUMBER,EXISTING_COB_FIRST_NAME,EXISTING_COB_LAST_NAME,EXISTING_COB_DOB,EXISTING_COB_GROUP_NAME,EXISTING_COB_MEMBER_EMPLOYMENT_STATUS,EXISTING_COB_BUSINESS_MODEL,EXISTING_COB_COVERAGE_TYPE,EXISTING_COB_INITIAL_COVERAGE_DATE,EXISTING_COB_CURRENT_COVERAGE_START_DATE,EXISTING_COB_COVERAGE_EXPIRED_DATE,COB_STATE,COVERAGE_OVERLAP_START_DATE,COVERAGE_OVERLAP_END_DATE,EXISTING_COB_VERIFY_DATE,EXISTING_COB_INDICATOR,EXISTING_COB_CODE,PRIMACY_DETERMINATION_CODE,COB_CLASSIFICATION_INDICATOR,PAYER_PRIMACY
LongSage,COB04WK2PHARMGRPNBR,1245319599,626354204P1,,1,0,626354204P1,,,Eric,,Martin,,19511117,9875,2,1,0758 House Harbors Suite 702,,Lake Brian,IL,,14645,1001124619,,greenecolleen@gross.com,,,,,3,1.0,35,2,,,,0.0,,20210325,20210314,20220314,,,Grey Leaf,,681263396P1,Anthony,Rodriguez,19550623,0.0,1,681263396P1,,Eric,Martin,19511117,GMedicPlus,,1,35,20210223,20210104,20220104,MO,20210314,20220104,,,,U007,,
LongSage,COB04Test1,1245319599,914453136P1,,1,0,914453136P1,,,Jade,,Edwards,,19521118,4415,2,9,Unit 0150 Box 4771,,Port Randall,GA,,8589,1001124277,,gmartinez@hotmail.com,GRP01024,GMedicPlus,,,3,2.0,AL,1,,,,1.0,,20210428,20210217,20220217,20201122.0,20211122.0,Aristocrat,,306180172P1,Jade,Edwards,19521118,,1,306180172P1,,Jade,Edwards,19521118,HealthPro,,3,AL,20210119,20201118,20211118,NV,20210217,20211118,,,,U006,,
LongSage,COB02Test1,1245319599,544141087P1,,1,0,544141087P1,,,Adam,,Meyers,,19990205,4347,2,1,598 Garrison Causeway Apt. 851,,Jenniferville,AK,,16257,1001128420,,rodgersmaria@yahoo.com,GRP01023,HealthPro,"Lowery, Whitaker and Long",0.0,3,1.0,35,1,,,,,,20210202,20210228,20220228,,,LongSage,,183789377P1,Adam,Meyers,19990205,,0,183789377P1,,Adam,Meyers,19990205,GMedicPlus,,1,35,20201128,20210304,20220304,MD,20210304,20220228,,,,D004,,
LongSage,COB01Test1,1245319599,361178693P1,,2,1,952888417P1,,,Colleen,,Williams,,20000514,4644,1,1,54073 Shaffer Lights Apt. 458,,Millermouth,NH,,64522,1001128496,,flandry@singleton.com,GRP01023,HealthPro,Lambert PLC,1.0,3,2.0,52,2,,,,,,20210106,20201120,20211120,20210228.0,20220228.0,LongSage,,929777621P1,Colleen,Williams,20000514,,0,929777621P1,,Colleen,Williams,20000514,HealthPro,,1,52,20210223,20210223,20220223,MA,20210223,20211120,,,,D011,,
LongSage,COB04WK2COBINDICATOR,1245319599,586734261P1,,2,1,367607145P1,,,David,,Holmes,,19670216,4791,1,1,USNS Hernandez,,Judithborough,DE,,4730,1001126722,,gilberthill@lopez.org,GRP01024,GMedicPlus,Scott-Smith,2.0,3,1.0,1,0,,,,,,20210209,20210511,20220511,20210207.0,20220207.0,Grey Leaf,,220878704P1,Donna,Gordon,20040329,1.0,1,220878704P1,,Jennifer,Davis,19801025,GMedicPlus,3.0,1,1,20210226,20201229,20211229,MO,20210511,20211229,,,,D001,,
LongSage,COB04DIFFFIRSTNAME,1245319599,338879592P1,,1,0,338879592P1,,,Joseph,,Ingram,,19790706,5550,1,9,87762 Franklin Cape Suite 947,,South Sandra,AZ,,55686,1001128413,,joshua20@black-ruiz.com,GRP01024,GMedicPlus,Cobb-Moore,1.0,3,2.0,52,2,,,,,,20210517,20201201,20211201,20210321.0,20220321.0,LongSage,,358218327P1,Joseph,Ingram,19790706,,0,358218327P1,,Joseph,Ingram,19790706,HealthPro,,1,52,20210115,20210413,20220413,AR,20210413,20211201,,,,D011,,
LongSage,COB04DIFFGRPNAME,1245319599,293052096P1,,1,0,293052096P1,,,Elizabeth,,Burns,,19511014,2247,1,2,7682 Taylor Fort Suite 508,,Wattston,NY,,55598,1001124214,,shawn74@hotmail.com,GRP01023,HealthPro,Baker-Manning,,3,2.0,33,2,,,,1.0,,20210220,20201214,20211214,20210119.0,20220119.0,Intriq Medical,,711127396P1,Elizabeth,Burns,19511014,,1,711127396P1,,Elizabeth,Burns,19511014,GMedicPlus,,3,33,20210128,20210421,20220421,GA,20210421,20211214,,,,U006,,
LongSage,COB04WK2NEWBORN,1245319599,423269270P1,,2,2,450330925P1,,,Angela,,Morris,,20070213,3163,1,1,15395 Morgan Shoal Suite 608,,West Barbaraberg,WY,,76152,1001126905,,hphillips@hudson-walls.biz,GRP01024,GMedicPlus,"Mcbride, Nixon and Lucas",1.0,3,1.0,35,2,,,,,,20201123,20201214,20211214,,,LongSage,,369992696P1,Angela,Morris,20070213,,0,369992696P1,,Angela,Morris,20070213,HealthPro,,1,35,20210207,20201210,20211210,SC,20201214,20211210,,,,D003,,
LongSage,COB04WK2CCXD,1245319599,643703746P1,,1,0,643703746P1,,,Kendra,,Rivera,,20160622,3276,2,0,6969 Aaron Cape,,Ebonychester,SC,,42410,1001127779,,holmespaul@anderson.info,GRP01023,HealthPro,Hunt-Lewis,1.0,3,1.0,88,0,,,,,,20210412,20201123,20211123,20210503.0,20220503.0,Caprock,,786903772P1,Sheila,Friedman,20031113,2.0,2,786903772P1,,Anthony,Soto,19721209,GMedicPlus,3.0,1,88,20210119,20210305,20220305,UT,20210305,20211123,,,,D001,,
LongSage,COB04Test1,1245319599,302949184P1,,1,0,302949184P1,,,Edward,,Ortiz,,20000627,3316,2,1,503 Jeffrey Trail Suite 796,,Ellischester,IL,,52743,1001129362,,steven53@briggs.com,GRP01023,HealthPro,"Ellison, Mercer and Ortiz",2.0,3,2.0,33,2,,,,,,20210216,20210122,20220122,20210419.0,20220419.0,Cope Health,,454379272P1,Lisa,Wall,20111022,3.0,1,454379272P1,,David,Jones,19680111,HealthPro,1.0,1,33,20210306,20210127,20220127,DE,20210127,20220122,,,,D011,,
LongSage,COB04WK2OVERLAPSTART,1245319599,874061680P1,,2,1,874061681P1,,,Veronica,,Riley,,19460705,6109,1,1,USS Alvarado,,Laurenside,KS,,30975,1001125863,,robertstanley@williams.net,,,,,3,1.0,35,2,,,,0.0,,20210216,20210514,20220514,,,Grey Leaf,,217960825P1,Veronica,Riley,19460705,0.0,0,217960825P1,,Veronica,Riley,19460705,GMedicPlus,0.0,1,35,20210325,20210406,20220406,WA,20210514,20220406,,,,U007,,
LongSage,COB04WK2RXID,1245319599,209736948P1,,2,2,318504093P1,,,Douglas,,Frank,,19680623,7797,1,9,04219 Doyle Ranch Apt. 290,,North Caitlintown,NY,,28083,1001129819,,thomas72@gibbs-lynch.org,GRP01023,HealthPro,"Sanchez, Smith and Meyers",1.0,3,1.0,98,1,,,,,,20201230,20210407,20220407,,,LongSage,,165745786P1,Douglas,Frank,19680623,,0,165745786P1,,Douglas,Frank,19680623,GMedicPlus,,1,98,20210331,20210308,20220308,KY,20210407,20220308,,,,D003,,
LongSage,COB04WK2COBINDICATOR,1245319599,364641576P1,,1,0,364641576P1,,,Daryl,,Edwards,,20090617,3919,2,2,82541 Mccall Valleys,,Snyderfort,MA,,24000,1001127241,,jack68@smith.com,GRP01023,HealthPro,"Briggs, Young and Goodman",1.0,3,1.0,35,2,,,,,,20210226,20201221,20211221,,,LongSage,,318934639P1,Daryl,Edwards,20090617,,0,318934639P1,,Daryl,Edwards,20090617,GMedicPlus,,1,35,20210430,20210508,20220508,IL,20210508,20211221,,,,D004,,
LongSage,COB04WK2PBM,1245319599,402670266P1,,2,1,451446782P1,,,Bianca,,Miller,,19511018,4375,2,1,Unit 8528 Box 0180,,Richardsonberg,CA,,76594,1001125769,,acarroll@reid.com,,,,,3,1.0,MH,1,,,,0.0,,20201211,20210105,20220105,,,Caprock,,463544119P1,Bianca,Miller,19511018,0.0,0,463544119P1,,Bianca,Miller,19511018,HealthPro,0.0,1,MH,20210417,20210418,20220418,RI,20210418,20220105,,,,U007,,
LongSage,COB04WK2OVERLAPSTART,1245319599,433672931P1,,1,0,433672931P1,,,Katherine,,Diaz,,19550414,7584,2,0,2573 Debra Brooks Suite 200,,Donaldchester,WY,,66948,1001124263,,mnelson@yahoo.com,GRP01023,HealthPro,Dyer-Macias,,3,2.0,AL,1,,,,1.0,,20201211,20201128,20211128,20210226.0,20220226.0,Caprock,,826782120P1,Katherine,Diaz,19550414,,1,826782120P1,,Katherine,Diaz,19550414,GMedicPlus,,3,AL,20201217,20210422,20220422,GA,20210422,20211128,,,,U006,,
LongSage,COB04WK2PRIMACYDET,1245319599,323372405P1,,2,2,817891723P1,,,Cindy,,Klein,,19880524,3845,2,2,Unit 4063 Box 2282,,West Jacquelineland,MO,,43483,1001128188,,cmarsh@martin.biz,GRP01023,HealthPro,"White, Robinson and Jones",0.0,3,1.0,AL,0,,,,,,20210416,20210227,20220227,,,LongSage,,592550698P1,Cindy,Klein,19880524,,0,592550698P1,,Cindy,Klein,19880524,GMedicPlus,,1,AL,20210520,20210501,20220501,WA,20210501,20220227,,,,D004,,
LongSage,COB03Test1,1245319599,617248524P1,,2,1,284804705P1,,,Helen,,Romero,,19510429,191,1,1,7663 Baldwin Village,,North Hailey,GA,,69268,1001125694,,williamjones@gmail.com,,,,,3,1.0,MH,2,,,,0.0,,20210203,20210422,20220422,,,Cope Health,,303931190P1,Helen,Romero,19510429,0.0,0,303931190P1,,Helen,Romero,19510429,GMedicPlus,0.0,1,MH,20210119,20201125,20211125,SD,20210422,20211125,,,,U007,,
LongSage,COB04Test1,1245319599,563765909P1,,2,1,234484992P1,,,Sandra,,Williams,,19920418,7074,2,1,796 Cruz Crescent,,New Frances,NH,,20099,1001126620,,zbryan@dorsey.com,GRP01024,GMedicPlus,Haynes-Nguyen,0.0,3,2.0,35,1,,,,,,20160907,20210326,20220326,20210107.0,20220107.0,LongSage,,904894947P1,Sandra,Williams,19920418,,0,904894947P1,,Sandra,Williams,19920418,HealthPro,,1,35,20201214,20210301,20220301,NE,20210326,20220301,,,,D010,,
LongSage,COB04WK2RXID,1245319599,795173636P1,,1,0,795173636P1,,,Zachary,,Gray,,19770424,5515,1,9,6227 Paul Burgs,,New Clayton,LA,,32133,1001130200,,christine60@hotmail.com,GRP01023,HealthPro,,,3,2.0,AL,1,,,,,,20210416,20210428,20220428,20210302.0,20220302.0,Intriq Medical,,851709626P1,Chelsea,Acosta,20091118,2.0,1,851709626P1,,Yolanda,Suarez,20120713,GMedicPlus,1.0,1,AL,20210105,20210312,20220312,OK,20210428,20220312,,,,D011,,
LongSage,COB04WK2SUBID,1245319599,973376319P1,,1,0,973376319P1,,,Stephanie,,Larsen,,19720205,7839,2,0,2178 Blair Glen,,Hannahport,WV,,68653,1001128800,,wangamanda@yahoo.com,GRP01023,HealthPro,Valdez and Sons,2.0,3,2.0,AL,2,,,,,,20210412,20210113,20220113,20210224.0,20220224.0,LongSage,,861762461P1,Stephanie,Larsen,19720205,,0,861762461P1,,Stephanie,Larsen,19720205,HealthPro,,1,AL,20201224,20201207,20211207,KY,20210113,20211207,,,,D011,,
LongSage,COB04DIFFGRPNAME,1245319599,793242459P1,,1,0,793242459P1,,,William,,Cole,,19530513,5176,2,9,345 Peterson Spur Apt. 887,,South Paula,VA,,4870,1001127659,,vclay@yahoo.com,GRP01024,GMedicPlus,Porter PLC,1.0,3,2.0,AL,1,,,,,,20160721,20210202,20220202,20210322.0,20220322.0,Caprock,,300857534P1,Jay,Novak,20131203,2.0,1,300857534P1,,Steven,Reynolds,19550517,HealthPro,1.0,1,AL,20210111,20210114,20220114,SD,20210202,20220114,,,,D010,,
LongSage,COB04WK2CCXD,1245319599,120633363P1,,1,0,120633363P1,,,Michael,,Ray,,19511012,3551,2,9,4639 Joseph Stream,,New Coryville,WA,,58062,1001126320,,drew52@gmail.com,,,,,3,0.0,AL,2,,,,1.0,,20210121,20210217,20220217,,,Intriq Medical,,995656014P1,Jason,Castro,19550807,,1,995656014P1,,Michael,Ray,19511012,GMedicPlus,,2,AL,20210112,20210219,20220219,IL,20210219,20220217,,,,U041,,
LongSage,COB02Test1,1245319599,179805555P1,,1,0,179805555P1,,,Thomas,,Villa,,19760302,7402,2,9,657 Jeremy Expressway Apt. 525,,West Johnville,GA,,13575,1001127169,,lawsontina@hotmail.com,GRP01023,HealthPro,"Glover, Carroll and Davies",0.0,3,2.0,88,0,,,,,,20160417,20210330,20220330,20210115.0,20220115.0,LongSage,,949903770P1,Thomas,Villa,19760302,,0,949903770P1,,Thomas,Villa,19760302,GMedicPlus,,1,88,20210411,20201130,20211130,UT,20210330,20211130,,,,D010,,
LongSage,COB04WK2RXID,1245319599,970158101P1,,2,1,309110355P1,,,Sherri,,George,,19620514,7370,1,9,2141 Olson Skyway,,Johnmouth,SD,,92881,1001127729,,gutierrezolivia@gmail.com,GRP01024,GMedicPlus,,,3,2.0,AL,1,,,,,,20161216,20210125,20220125,20210303.0,20220303.0,LongSage,,288413989P1,Sherri,George,19620514,,0,288413989P1,,Sherri,George,19620514,HealthPro,,1,AL,20210129,20210306,20220306,AZ,20210306,20220125,,,,D010,,
LongSage,COB04DIFFPAYERAREA,1245319599,322190418P1,,2,1,607743813P1,,,Benjamin,,Taylor,,19510914,4327,2,1,1287 Benjamin Keys Apt. 077,,Colinside,WI,,18232,1001125933,,lburke@gmail.com,,,,,3,1.0,1,1,,,,1.0,,20210518,20210309,20220309,,,Intriq Medical,,938237638P1,Benjamin,Taylor,19510914,0.0,0,938237638P1,,Benjamin,Taylor,19510914,HealthPro,0.0,1,1,20201121,20201220,20211220,KY,20210309,20211220,,,,U007,,
LongSage,COB04DIFFADDLINE1,1245319599,278403819P1,,1,0,278403819P1,,,Melissa,,Robinson,,19950110,188,2,9,2004 Jones Light Suite 251,,Mcculloughfurt,KY,,13832,1001130085,,russellryan@yahoo.com,GRP01023,HealthPro,Smith LLC,2.0,3,2.0,98,2,,,,,,20210505,20210418,20220418,20210315.0,20220315.0,Intriq Medical,,805043400P1,Angela,Lee,19860201,2.0,1,805043400P1,,Catherine,Ramirez,19890917,GMedicPlus,2.0,1,98,20210114,20210314,20220314,UT,20210418,20220314,,,,D011,,
LongSage,COB01Test1,1245319599,541959946P1,,1,0,541959946P1,,,Glenda,,Hopkins,,19960919,5583,1,0,52919 Evan Wall Apt. 607,,Mitchellton,KY,,60374,1001127700,,mark44@bullock-thompson.com,GRP01024,GMedicPlus,Nguyen Ltd,1.0,3,2.0,MH,2,,,,,,20170416,20210131,20220131,20210430.0,20220430.0,Intriq Medical,,528459016P1,Dustin,Martin,19590719,3.0,2,528459016P1,,Sean,Hanson,19580930,GMedicPlus,3.0,1,MH,20210129,20210416,20220416,NC,20210416,20220131,,,,D008,,
LongSage,COB04WK2SUBEMPSTATUS,1245319599,813451046P1,,2,1,547414223P1,,,Megan,,Mcgee,,19520309,2868,2,0,77865 Linda Manor Suite 465,,Shortchester,MN,,30587,1001124420,,vanessaarnold@newman.com,GRP01023,HealthPro,"Li, Jones and Barajas",,3,2.0,AL,1,,,,0.0,,20210105,20201204,20211204,20201225.0,20211225.0,Cope Health,,282775962P1,Megan,Mcgee,19520309,3.0,0,282775962P1,,Megan,Mcgee,19520309,GMedicPlus,,3,AL,20210305,20210403,20220403,MT,20210403,20211204,,,,U006,,
LongSage,COB04Test1,1245319599,170941366P1,,1,0,170941366P1,,,Rebecca,,Gonzalez,,19870626,1120,2,1,9519 Emily Lock Suite 413,,West Ronaldhaven,NM,,61737,1001128095,,adamnovak@taylor-harper.info,GRP01023,HealthPro,Sullivan PLC,0.0,3,2.0,35,2,,,,,,20210222,20210207,20220207,20210115.0,20220115.0,LongSage,,544356733P1,Rebecca,Gonzalez,19870626,,0,544356733P1,,Rebecca,Gonzalez,19870626,HealthPro,,1,35,20210402,20210514,20220514,NJ,20210514,20220207,,,,D011,,
LongSage,COB04WK2OtherPayName,1245319599,417555532P1,,2,1,417555533P1,,,Veronica,,Moran,,19751218,2778,1,0,5718 Michael Drives,,Birdville,OK,,49584,1001129270,,cynthia72@yahoo.com,GRP01023,HealthPro,Taylor-Summers,0.0,3,1.0,35,1,,,,,,20201217,20210429,20220429,,,Cope Health,,328843466P1,Kimberly,Long,20120813,1.0,2,328843466P1,,John,Jackson,19681211,GMedicPlus,3.0,1,35,20210209,20210217,20220217,LA,20210429,20220217,,,,D001,,
LongSage,COB03Test1,1245319599,550000227P1,,1,0,550000227P1,,,Sharon,,Evans,,20121001,2607,2,0,Unit 6608 Box 9653,,East Carolynport,KY,,80376,1001127418,,khannicholas@maxwell.info,GRP01024,GMedicPlus,"Sharp, Hobbs and Garcia",0.0,3,2.0,88,1,,,,,,20160408,20210102,20220102,20210327.0,20220327.0,Intriq Medical,,309285800P1,Danny,Hart,19931230,1.0,1,309285800P1,,James,Brown,20160207,GMedicPlus,1.0,1,88,20210423,20210214,20220214,WY,20210214,20220102,,,,D010,,
LongSage,COB04DIFFFIRSTNAME,1245319599,432596415P1,,1,0,432596415P1,,,David,,Frye,,19520805,9887,1,1,895 Newman Place Suite 132,,Karenberg,NM,,34732,1001124606,,cruzmatthew@gmail.com,,,,,3,1.0,AL,0,,,,1.0,,20210314,20201208,20211208,,,Aristocrat,,497160116P1,Tina,Sutton,19530906,0.0,1,497160116P1,,David,Frye,19520805,HealthPro,,1,AL,20210207,20210316,20220316,HI,20210316,20211208,,,,U007,,
LongSage,COB04WK2NEWBORN,1245319599,343535586P1,,2,1,343535587P1,,,Travis,,Nelson,,19470819,9488,1,2,Unit 6510 Box 2339,,Virginiashire,KS,,7487,1001124316,,guzmananna@yahoo.com,GRP01024,GMedicPlus,"Curry, Cabrera and Bryant",,3,2.0,33,1,,,,1.0,,20210406,20201231,20211231,20210509.0,20220509.0,Caprock,,146717800P1,Travis,Nelson,19470819,,0,146717800P1,,Travis,Nelson,19470819,GMedicPlus,,3,33,20210107,20210515,20220515,WI,20210515,20211231,,,,U006,,
LongSage,COB04WK2PRIMACYDET,1245319599,269831840P1,,2,1,303302803P1,,,Matthew,,Holt,,19521205,5337,1,1,851 Chapman Ranch Suite 259,,North Keithburgh,AK,,60210,1001125545,,veronica41@hotmail.com,,,,,3,1.0,1,2,,,,0.0,,20210404,20201210,20211210,,,Aristocrat,,955192128P1,Matthew,Holt,19521205,0.0,0,955192128P1,,Matthew,Holt,19521205,GMedicPlus,0.0,1,1,20210303,20210303,20220303,ID,20210303,20211210,,,,U007,,
LongSage,COB04Test1,1245319599,697684219P1,,1,0,697684219P1,,,Angela,,Smith,,19490121,9396,2,1,28014 Davis Cliff,,Pruittborough,MN,,95385,1001125246,,daniellerobinson@hotmail.com,GRP01024,GMedicPlus,Robertson-Lucero,2.0,1,,AL,0,0.0,,,0.0,,20210102,20201227,20211227,,,Aristocrat,,437567410P1,Angela,Smith,19500907,,1,437567410P1,,Angela,Smith,19490121,HealthPro,,3,AL,20201223,20210224,20220224,ND,20210224,20211227,,,,U007,,
LongSage,COB04WK2NEWBORN,1245319599,207801735P1,,1,0,207801735P1,,,Sara,,Bradley,,19510730,7561,1,1,80045 Payne Villages,,Tammyberg,VT,,3358,1001124979,,christopherbrooks@norris.com,GRP01024,GMedicPlus,Walters-Abbott,2.0,1,,MH,2,0.0,,,1.0,,20210316,20210206,20220206,,,Intriq Medical,,285422386P1,Jared,Hess,19490623,,1,285422386P1,,Sara,Bradley,19510730,HealthPro,,3,MH,20210427,20210303,20220303,SD,20210303,20220206,,,,U007,,
LongSage,COB04DIFFLASTNAME,1245319599,724543306P1,,2,1,124425984P1,,,Daniel,,Baker,,19461123,2653,2,2,4846 Hurst Ports,,Port Ashley,OK,,62432,1001124416,,oreyes@morales-brady.com,GRP01023,HealthPro,Moore-Booth,,3,2.0,52,0,,,,1.0,,20201226,20210213,20220213,20210417.0,20220417.0,Intriq Medical,,415002364P1,Daniel,Baker,19461123,3.0,0,415002364P1,,Daniel,Baker,19461123,HealthPro,,3,52,20210106,20210507,20220507,WA,20210507,20220213,,,,U006,,
LongSage,COB04WK2COBINDICATOR,1245319599,901179261P1,,1,0,901179261P1,,,Tanner,,Bryant,,19511006,280,1,1,5323 Diane Trafficway Suite 213,,Port Glen,MA,,86185,1001125960,,jacobsweeney@sims.net,,,,,3,2.0,98,2,,,,1.0,,20201120,20210302,20220302,20210114.0,20220114.0,Intriq Medical,,525969197P1,Tanner,Bryant,19511006,3.0,0,525969197P1,,Tanner,Bryant,19511006,HealthPro,3.0,1,98,20210426,20201219,20211219,TX,20210302,20211219,,,,U021,,
LongSage,COB04WK2PRIMACY,1245319599,393009664P1,,2,1,674933370P1,,,Sarah,,Taylor,,19980211,2590,1,0,3771 Christopher Flat,,New Lisaton,MA,,74585,1001127969,,william66@yahoo.com,GRP01023,HealthPro,"Rogers, Harris and Campbell",2.0,3,2.0,MH,0,,,,,,20210213,20201223,20211223,20210416.0,20220416.0,Intriq Medical,,649299818P1,Jason,Smith,20011115,1.0,1,649299818P1,,Keith,Wright,20110531,HealthPro,2.0,1,MH,20201213,20210317,20220317,WA,20210317,20211223,,,,D011,,
LongSage,COB04WK2PBM,1245319599,998507841P1,,1,0,998507841P1,,,Christy,,Dean,,19521018,8822,2,0,USNS Wallace,,North Alexandra,AK,,25580,1001126099,,ojohnson@hotmail.com,,,,,3,2.0,AL,2,,,,0.0,,20210218,20210209,20220209,20210304.0,20220304.0,Intriq Medical,,200170676P1,Christy,Dean,19521018,3.0,0,200170676P1,,Christy,Dean,19521018,HealthPro,3.0,1,AL,20210326,20210409,20220409,AR,20210409,20220209,,,,U021,,
LongSage,COB04WK2OtherPayName,1245319599,683559153P1,,2,1,739002214P1,,,Rhonda,,Fox,,20141125,2485,2,0,6050 Laura Path Suite 178,,Powellshire,MI,,66183,1001127280,,ifisher@wood-bender.com,GRP01024,GMedicPlus,"White, Clay and Tran",0.0,3,1.0,35,2,,,,,,20210128,20210424,20220424,,,Cope Health,,484043246P1,David,Soto,19730608,3.0,2,484043246P1,,Savannah,Sutton,19850919,GMedicPlus,1.0,1,35,20210519,20210426,20220426,OH,20210426,20220424,,,,D004,,
LongSage,COB04WK2COBINDICATOR,1245319599,205157675P1,,2,1,242498134P1,,,Brandon,,Moore,,19510402,8788,1,1,5236 Daniels Knoll,,North Alecstad,OH,,75211,1001125645,,lori62@gmail.com,,,,,3,1.0,1,1,,,,1.0,,20210213,20210131,20220131,,,Aristocrat,,979149344P1,Brandon,Moore,19510402,0.0,0,979149344P1,,Brandon,Moore,19510402,HealthPro,0.0,1,1,20210417,20210208,20220208,SC,20210208,20220131,,,,U007,,
LongSage,COB04DIFFNATPAYERID,1245319599,721727434P1,,1,0,721727434P1,,,Amy,,King,,19460202,8742,1,1,0600 Jennifer Mill Suite 854,,East Sandy,VT,,64591,1001124954,,nicholas48@gmail.com,GRP01024,GMedicPlus,Ewing-Burns,2.0,1,,MH,1,0.0,,,0.0,,20201121,20210102,20220102,,,Intriq Medical,,929050363P1,Amy,King,19491112,,1,929050363P1,,Amy,King,19460202,HealthPro,,3,MH,20210506,20210327,20220327,OR,20210327,20220102,,,,U007,,
LongSage,COB04WK2OVERLAPEND,1245319599,414304062P1,,1,0,414304062P1,,,Samuel,,Garcia,,19511004,5152,1,9,8803 Steven Greens,,Christophertown,NM,,72402,1001126098,,nathanjimenez@parks.net,,,,,3,2.0,1,1,,,,1.0,,20201208,20210216,20220216,20210203.0,20220203.0,Cope Health,,295506210P1,Samuel,Garcia,19511004,3.0,0,295506210P1,,Samuel,Garcia,19511004,GMedicPlus,3.0,1,1,20210131,20210401,20220401,LA,20210401,20220216,,,,U021,,
LongSage,COB03Test1,1245319599,722924080P1,,2,2,199691510P1,,,Victor,,Lewis,,20190210,5054,1,9,89996 Douglas Brooks,,New Brian,NY,,36339,1001127533,,jennahays@jensen.com,GRP01024,GMedicPlus,,,3,1.0,88,0,,,,,,20210131,20201216,20211216,,,LongSage,,184773609P1,Victor,Lewis,20190210,,0,184773609P1,,Victor,Lewis,20190210,GMedicPlus,,1,88,20210325,20210206,20220206,MA,20210206,20211216,,,,D004,,
LongSage,COB04WK2PHARMGRPNBR,1245319599,155943778P1,,1,0,155943778P1,,,Kathy,,Hopkins,,19840516,3738,2,0,328 Olivia Shore,,Lake Robert,FL,,95263,1001129821,,amanda02@yahoo.com,GRP01023,HealthPro,,,3,1.0,MH,1,,,,,,20210225,20210509,20220509,,,Grey Leaf,,442821728P1,Christopher,Bailey,20210225,3.0,2,442821728P1,,Paul,Cole,20101117,HealthPro,3.0,1,MH,20210212,20201226,20211226,AL,20210509,20211226,,,,D001,,
LongSage,COB04WK2PRIMACYDET,1245319599,256810311P1,,1,0,256810311P1,,,Daniel,,Wilson,,19750507,4776,1,9,40431 Hicks Ranch,,North Taylormouth,NH,,7319,1001127509,,phillipsmichael@smith.org,GRP01023,HealthPro,,,3,1.0,1,2,,,,,,20210430,20201129,20211129,,,LongSage,,589981480P1,Daniel,Wilson,19750507,,0,589981480P1,,Daniel,Wilson,19750507,GMedicPlus,,1,1,20210128,20201212,20211212,WY,20201212,20211129,,,,D004,,
LongSage,COB04WK2PHARMGRPNBR,1245319599,702401793P1,,2,1,193148582P1,,,Jennifer,,Guerrero,,19630813,5503,2,9,7495 Chandler Trace,,New Tiffany,NV,,85288,1001130343,,fhart@clark.org,GRP01024,GMedicPlus,Duffy-Walker,1.0,3,2.0,1,2,,,,,,20210411,20210511,20220511,20210110.0,20220110.0,Caprock,,593844605P1,Jeremy,Shields,19870814,3.0,1,593844605P1,,Brandy,Armstrong,19680822,HealthPro,1.0,1,1,20210517,20210301,20220301,NH,20210511,20220301,,,,D011,,
